Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,7,2022-01-04,57.5
1,2022-01-04,7,2022-01-13,58.58
2,2022-01-13,7,2022-01-24,59.42
3,2022-01-24,7,2022-02-02,59.25
4,2022-02-02,7,2022-02-11,58.25
5,2022-02-11,7,2022-02-23,57.17
6,2022-02-23,7,2022-03-04,56.33
7,2022-03-04,7,2022-03-15,54.33
8,2022-03-15,7,2022-03-24,51.75
9,2022-03-24,7,2022-04-04,50.67
10,2022-04-04,7,2022-04-19,50.5
11,2022-04-19,7,2022-04-28,50.33
12,2022-04-28,7,2022-05-11,49.42
13,2022-05-11,7,2022-05-23,48.75
14,2022-05-23,7,2022-06-01,48.08
15,2022-06-01,7,2022-06-13,47.92
16,2022-06-13,7,2022-06-22,47.0
17,2022-06-22,7,2022-07-01,46.08
18,2022-07-01,7,2022-07-12,45.17
19,2022-07-12,7,2022-07-22,44.92
20,2022-07-22,7,2022-08-04,44.75
21,2022-08-04,7,2022-08-16,44.5
22,2022-08-16,7,2022-08-25,45.5
23,2022-08-25,7,2022-09-05,46.67
24,2022-09-05,7,2022-09-14,46.67
25,2022-09-14,7,2022-09-23,46.08
26,2022-09-23,7,2022-10-04,44.58
27,2022-10-04,7,2022-10-17,43.58
28,2022-10-17,7,2022-10-27,42.0
29,2022-10-27,7,2022-11-07,41.75
30,2022-11-07,7,2022-11-16,44.0
31,2022-11-16,7,2022-11-25,46.17
32,2022-11-25,7,2022-12-07,47.67
33,2022-12-07,7,2022-12-19,46.83
34,2022-12-19,7,2022-12-28,46.5
